"","X0.2010","X0.2011","X0.2012","X0.2013","X0.2014","X0.2015","X0.2016","X0.2017","X0.2018","X0.2019","X1.2011","X1.2012","X1.2013","X1.2014","X1.2015","X1.2016","X1.2017","X1.2018","X1.2019","X2.2012","X2.2013","X2.2014","X2.2015","X2.2016","X2.2017","X2.2018","X2.2019","X3.2013","X3.2014","X3.2015","X3.2016","X3.2017","X3.2018","X3.2019","X4.2014","X4.2015","X4.2016","X4.2017","X4.2018","X4.2019","X5.2015","X5.2016","X5.2017","X5.2018","X5.2019","X6.2016","X6.2017","X6.2018","X6.2019","X7.2017","X7.2018","X7.2019","X8.2018","X8.2019","X9"
"36",0.00123273238289403,0.00121203738096311,0.00119168980488946,0.00117168382211861,0.00115201369801248,0.00113267379420558,0.00111365856698882,0.00109496256572039,0.00107658043126338,0.00105850689444958,0.0011972779509242,0.00117667951097596,0.00115643545467604,0.00113653968506901,0.00111698621009387,0.00109776914077937,0.00107888268947045,0.00106032116808512,0.00104207898640142,0.0016409846923629,0.00162622507270973,0.0016115982065023,0.0015971028997073,0.001582737969031,0.00156850224182267,0.00155439455597881,0.00154041375984831,0.00116243338303963,0.00114129152454452,0.00112053418544395,0.00110015437225789,0.00108014521870087,0.00106049998336857,0.00104121204746655,0.0010937365860303,0.00107225381425906,0.00105119299919007,0.00103054585290498,0.00101030425027366,0.000990460225756828,0.00107977663161064,0.00105894101075055,0.00103850743887347,0.00101846815794878,0.000998815559646625,0.00104199612576281,0.00102133555270407,0.00100108463498718,0.000981235250015623,0.00103962427006227,0.00101949700269283,0.000999759401959134,0.00106492724428282,0.00104562113049856,0.00101157980245068
"37",0.00123439833928432,0.00121658916405556,0.00119903692916139,0.00118173792761739,0.0011646885059213,0.00114788506328146,0.00113132405085632,0.00111500197100494,0.00109891537654827,0.00108306087004118,0.00121270708915561,0.00119515165787034,0.00117785036311182,0.00116079952594029,0.00114399552067318,0.00112743477411415,0.00111111376479328,0.00109502902221827,0.00107917712613649,0.00160966907617312,0.00159752219819381,0.00158546698293378,0.00157350273868819,0.00156162877897195,0.00154984442248035,0.00153814899304989,0.00152654181961957,0.00121237172314526,0.0011941127859224,0.00117612883761766,0.00115841573675751,0.00114096940424115,0.00112378582240108,0.00110686103407797,0.00114973187909301,0.0011308930089979,0.00111236282219923,0.00109413626078338,0.00107620834971292,0.00105857419546862,0.00111272663523638,0.00109389530655529,0.00107538267154852,0.00105718333677517,0.00103929200007076,0.00108184898789672,0.0010631525824326,0.0010447792863684,0.00102672351575995,0.00114028203706527,0.00112326697862762,0.00110650581545819,0.00113919388117275,0.00112250843314226,0.0011161567123526
"38",0.00127423576641788,0.0012472801344792,0.00122089473146704,0.00119506749455795,0.00116978661610973,0.00114504053826317,0.00112081794765809,0.00109710777026112,0.00107389916630287,0.00105118152532227,0.0012488276901461,0.00122262394357262,0.00119697002171868,0.00117185438779044,0.00114726574706684,0.00112319304182033,0.00109962544634403,0.00107655236208341,0.00105396341286991,0.00179229463205382,0.00177244902160791,0.00175282315642426,0.00173341460332097,0.00171422095605811,0.00169523983503943,0.00167646888701733,0.00165790578480109,0.0012135138805263,0.0011880655481218,0.0011631508870931,0.00113875870593527,0.00111487804783799,0.00109149818576377,0.00106860861762947,0.0011483281557912,0.00112299936150964,0.00109822924709369,0.00107400548968311,0.00105031603822425,0.00102714910747485,0.00107409809651662,0.00104875159900447,0.00102400322650364,0.000999838864498732,0.00097624473154779,0.00101893266383294,0.000993906524571735,0.000969495055610687,0.000945683159951658,0.00101931600946177,0.000994980163855862,0.000971225328825534,0.00103066779936134,0.00100695681688053,0.0010060744782115
"39",0.00148301659387307,0.00145745879371568,0.00143234144793459,0.00140765696588989,0.00138339788775617,0.0013595568822681,0.00133612674450487,0.00131310039371279,0.00129047087116548,0.00126823133806084,0.00146558060454233,0.00144081356581364,0.00141646506851862,0.00139252803967072,0.00136899552581074,0.00134586069098687,0.00132311681476894,0.00130075729029625,0.00127877562235827,0.00197925410680995,0.00196167212671407,0.00194424632970909,0.00192697532839964,0.00190985774771477,0.00189289222479845,0.00187607740890112,0.00185941196127206,0.00150472343489784,0.00148168777788136,0.00145900477137983,0.00143666901670263,0.00141467519780713,0.00139301808003344,0.00137169250885857,0.0014425204934191,0.00141915441208796,0.00139616681671889,0.00137355157656103,0.00135130266016998,0.00132941413379925,0.00144783857929172,0.00142558245452211,0.00140366845013584,0.00138209130707016,0.00136084584710445,0.00139990083204303,0.00137750805961357,0.00135547348131159,0.00133379136747438,0.00136195017647946,0.001339436288603,0.00131729456936829,0.00140839326600764,0.00138723843207823,0.00140934761873366
"40",0.00177708111195223,0.00174850826684095,0.00172039483096669,0.00169273341770602,0.00166551675920152,0.00163873770445223,0.00161238921743473,0.00158646437525448,0.00156095636632691,0.00153585848858765,0.00179101805443784,0.00176420569489327,0.00173779472863593,0.00171177914662468,0.00168615302977652,0.00166091054761978,0.00163604595696767,0.00161155360061148,0.00158742790603354,0.00232510596013691,0.00230674859706362,0.0022885361705157,0.00227046753617869,0.00225254155877278,0.00223475711198153,0.00221711307838108,0.00219960834936993,0.00171994672891696,0.00169253724442705,0.00166556456407029,0.00163902172683104,0.00161290188262604,0.00158719829053664,0.00156190431706906,0.0016532729237192,0.00162568961178083,0.00159856650159533,0.00157189591512704,0.0015456703024411,0.00151988223956628,0.00158370411294823,0.00155584865671537,0.00152848314455451,0.00150159895893694,0.00147518763390596,0.00151506117121305,0.00148702569726407,0.00145950900619625,0.00143250149818339,0.00151761427815172,0.00149039537558911,0.00146366465284096,0.0015177792545206,0.00149112800243012,0.00147914657316014
"41",0.00182736064495226,0.00180126083194159,0.00177553379714581,0.00175017421625102,0.00172517684098937,0.00170053649805294,0.00167624808802309,0.00165230658431514,0.00162870703213804,0.00160544454746903,0.00175618315149848,0.00172936966793456,0.00170296557384703,0.00167696461865891,0.00165136064722728,0.00162614759838625,0.00160131950351207,0.00157687048511023,0.00155279475542404,0.00228435898928808,0.00226592827873107,0.00224764627119896,0.00222951176692303,0.00221152357581459,0.00219368051738684,0.0021759814206774,0.00215842512417147,0.00174345157946952,0.00171770923240044,0.00169234697528649,0.00166735919603746,0.00164274036542658,0.001618485035867,0.00159458784020637,0.00170103861535328,0.00167553320742422,0.0016504102281054,0.00162566394325437,0.00160128870470657,0.00157727894898609,0.00164820602322225,0.00162257675853631,0.00159734602364524,0.0015725076214927,0.00154805545138529,0.00161125856229441,0.00158586173536884,0.00156086521590042,0.00153626269420091,0.0016960785565371,0.00167320284329068,0.00165063566425366,0.00169593562192791,0.00167353251546104,0.0016276949810587
"42",0.00186934254619605,0.00183425360068097,0.00179982330068801,0.00176603928295241,0.00173288941627703,0.00170036179717633,0.00166844474560199,0.00163712680074888,0.00160639671693965,0.00157624345958669,0.00186890054232665,0.00183547304384753,0.00180264343574796,0.00177040102405074,0.00173873530605314,0.00170763596690569,0.00167709287625221,0.00164709608492994,0.00161763582172866,0.00254255480316658,0.00251854280330729,0.00249475757383521,0.0024711969731208,0.00244785887976015,0.00242474119238398,0.00240184182946845,0.00237915872914769,0.00186032360980577,0.00182848358352324,0.00179718850934921,0.0017664290602562,0.00173619606885173,0.00170648052464615,0.00167727357136718,0.00179285883042956,0.00176112230609031,0.00172994756997444,0.00169932467751449,0.00166924386017802,0.00163969552235155,0.00178708252314649,0.00175656143633214,0.00172656161069532,0.00169707414376091,0.00166809028509673,0.00169515836224871,0.00166410181080675,0.00163361423829262,0.00160368522059274,0.00165002455085844,0.00161906455675917,0.00158868547597669,0.00161036052777318,0.00157942822761418,0.00158712648218712
"43",0.00198149847058685,0.00194088265953917,0.00190109937202433,0.00186213154337183,0.00182396245869465,0.00178657574571956,0.00174995536776437,0.00171408561685916,0.00167895110700849,0.00164453676759174,0.00195547781518399,0.00191621950129419,0.00187774934015023,0.00184005150874065,0.0018031105017179,0.00176691112502092,0.0017314384896257,0.00169667800542138,0.00166261537520919,0.00279615119321818,0.00276674052397074,0.00273763920404164,0.00270884397961165,0.00268035163108612,0.00265215897273491,0.0026242628523363,0.00259666015082446,0.00194166501306969,0.0019033976458759,0.00186588447231598,0.00182911062834048,0.00179306154284859,0.00175772293191448,0.00172308079312754,0.00188700430537105,0.00184955074076634,0.00181284056052891,0.00177685900984641,0.00174159162676238,0.00170702423636358,0.00184149601767028,0.00180480387793031,0.00176884283568162,0.00173359832367503,0.00169905606491646,0.00181724362720255,0.00178158002609273,0.00174661632698014,0.001712338794213,0.00176261675560614,0.00172709894861966,0.00169229684719373,0.0017839361875284,0.00174946876922466,0.00175863013942725
"44",0.00225968305986706,0.00222610673398882,0.00219302931420919,0.00216044338734972,0.00212834165038339,0.00209671690879786,0.0020655620749831,0.00203487016664289,0.00200463430523004,0.00197484771440476,0.00216635850056942,0.00213188429589352,0.0020979586942248,0.00206457296540509,0.00203171851820303,0.00199938689810324,0.00196756978513076,0.00193625899170996,0.00190544646055771,0.0028530335505486,0.0028290511988918,0.00280527044079527,0.00278168958168107,0.00275830694121577,0.00273512085319067,0.00271212966540304,0.00268933173953848,0.00216027604806098,0.00212733460204032,0.00209489547092839,0.00206295099506548,0.00203149363159186,0.00200051595266676,0.00197001064371452,0.00205015944240226,0.00201628318920924,0.00198296669761655,0.00195020071828224,0.0019179761546979,0.00188628406066321,0.00196184527473646,0.00192756469810157,0.00189388312789678,0.0018607900972998,0.00182827532238183,0.00188846019684598,0.00185415134700252,0.00182046580771628,0.00178739225491045,0.00182368788748361,0.00178923128574745,0.00175542570407417,0.00180950207640192,0.00177553996521629,0.0018110297035747
"45",0.00261189825170628,0.00257505227583046,0.00253872608510989,0.00250291234694985,0.00246760383219635,0.00243279341367687,0.00239847406476172,0.00236463885794566,0.00233128096344958,0.0022983936478419,0.00246997010527405,0.0024309981768176,0.00239264115912642,0.00235488934995419,0.00231773320013954,0.00228116331119065,0.00224517043290789,0.00220974546104407,0.00217487943500153,0.00321424958359259,0.00318734723180881,0.0031606700450325,0.0031342161386968,0.00310798364400814,0.00308197070781422,0.00305617549247308,0.00303059617572333,0.00237164343182469,0.00233307831560517,0.00229514030385214,0.00225781919926684,0.00222110497036802,0.00218498774879559,0.00214945782665813,0.00234632611751695,0.00230907392033756,0.00227241316958343,0.00223633447496619,0.00220082859528537,0.00216588643606142,0.00234475898426213,0.00230905007066359,0.00227388497692839,0.00223925542108954,0.00220515324730817,0.00222215622151259,0.00218529313942407,0.00214904157456728,0.00211339138255647,0.00221521061160642,0.00217923450000594,0.00214384265818058,0.00222671173104895,0.00219169992648271,0.00215907519586382
