"","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2011","2012","2013","2014","2015","2016","2017","2018","2019","2012","2013","2014","2015","2016","2017","2018","2019","2013","2014","2015","2016","2017","2018","2019","2014","2015","2016","2017","2018","2019","2015","2016","2017","2018","2019","2016","2017","2018","2019","2017","2018","2019","2018","2019",""
"0",0.00230215413798554,0.00322560852682602,0.00261614978329559,0.00269776372734043,0.00188139981154697,0.00260726449068718,0.00162206264205189,0.00196325900995653,0.00202379471594596,0.00279515089990648,0.00322560852682602,0.00261614978329559,0.00269776372734043,0.00188139981154697,0.00260726449068718,0.00162206264205189,0.00196325900995653,0.00202379471594596,0.00279515089990648,0.00261614978329559,0.00269776372734043,0.00188139981154697,0.00260726449068718,0.00162206264205189,0.00196325900995653,0.00202379471594596,0.00279515089990648,0.00269776372734043,0.00188139981154697,0.00260726449068718,0.00162206264205189,0.00196325900995653,0.00202379471594596,0.00279515089990648,0.00188139981154697,0.00260726449068718,0.00162206264205189,0.00196325900995653,0.00202379471594596,0.00279515089990648,0.00260726449068718,0.00162206264205189,0.00196325900995653,0.00202379471594596,0.00279515089990648,0.00162206264205189,0.00196325900995653,0.00202379471594596,0.00279515089990648,0.00196325900995653,0.00202379471594596,0.00279515089990648,0.00202379471594596,0.00279515089990648,0.00279515089990648
"1",0.000566564212971488,0.00116338930205367,0,0.000587052555880065,0.000303835005438647,0.000318896871940583,0.00032929724674572,0,0.000326442139762938,0,0.00116338930205367,0,0.000587052555880065,0.000303835005438647,0.000318896871940583,0.00032929724674572,0,0.000326442139762938,0,0,0.000587052555880065,0.000303835005438647,0.000318896871940583,0.00032929724674572,0,0.000326442139762938,0,0.000587052555880065,0.000303835005438647,0.000318896871940583,0.00032929724674572,0,0.000326442139762938,0,0.000303835005438647,0.000318896871940583,0.00032929724674572,0,0.000326442139762938,0,0.000318896871940583,0.00032929724674572,0,0.000326442139762938,0,0.00032929724674572,0,0.000326442139762938,0,0,0.000326442139762938,0,0.000326442139762938,0,0
"2",0,0,0.000289755127941377,0.000292966461199522,0.000302130911546733,0,0.000321056146298865,0,0,0,0,0.000289755127941377,0.000292966461199522,0.000302130911546733,0,0.000321056146298865,0,0,0,0.000289755127941377,0.000292966461199522,0.000302130911546733,0,0.000321056146298865,0,0,0,0.000292966461199522,0.000302130911546733,0,0.000321056146298865,0,0,0,0.000302130911546733,0,0.000321056146298865,0,0,0,0,0.000321056146298865,0,0,0,0.000321056146298865,0,0,0,0,0,0,0,0,0
"3",0.000275212946016981,0,0,0,0,0.000298427288191232,0.000618660661533845,0.000642248383139695,0.000329442616037925,0.000324027270135055,0,0,0,0,0.000298427288191232,0.000618660661533845,0.000642248383139695,0.000329442616037925,0.000324027270135055,0,0,0,0.000298427288191232,0.000618660661533845,0.000642248383139695,0.000329442616037925,0.000324027270135055,0,0,0.000298427288191232,0.000618660661533845,0.000642248383139695,0.000329442616037925,0.000324027270135055,0,0.000298427288191232,0.000618660661533845,0.000642248383139695,0.000329442616037925,0.000324027270135055,0.000298427288191232,0.000618660661533845,0.000642248383139695,0.000329442616037925,0.000324027270135055,0.000618660661533845,0.000642248383139695,0.000329442616037925,0.000324027270135055,0.000642248383139695,0.000329442616037925,0.000324027270135055,0.000329442616037925,0.000324027270135055,0.000324027270135055
"4",0,0.000275716034541705,0,0,0,0,0,0.000309458602175494,0,0.000329514263024875,0.000275716034541705,0,0,0,0,0,0.000309458602175494,0,0.000329514263024875,0,0,0,0,0,0.000309458602175494,0,0.000329514263024875,0,0,0,0,0.000309458602175494,0,0.000329514263024875,0,0,0,0.000309458602175494,0,0.000329514263024875,0,0,0.000309458602175494,0,0.000329514263024875,0,0.000309458602175494,0,0.000329514263024875,0.000309458602175494,0,0.000329514263024875,0,0.000329514263024875,0.000329514263024875
"5",0,0,0,0,0.000281521228108205,0,0,0.000299217546116904,0,0,0,0,0,0.000281521228108205,0,0,0.000299217546116904,0,0,0,0,0.000281521228108205,0,0,0.000299217546116904,0,0,0,0.000281521228108205,0,0,0.000299217546116904,0,0,0.000281521228108205,0,0,0.000299217546116904,0,0,0,0,0.000299217546116904,0,0,0,0.000299217546116904,0,0,0.000299217546116904,0,0,0,0,0
"6",0,0.000276169092812147,0.000276643539266784,0.00027532433206317,0.000555728448850754,0.00028095254149669,0.000286100930686327,0,0,0,0.000276169092812147,0.000276643539266784,0.00027532433206317,0.000555728448850754,0.00028095254149669,0.000286100930686327,0,0,0,0.000276643539266784,0.00027532433206317,0.000555728448850754,0.00028095254149669,0.000286100930686327,0,0,0,0.00027532433206317,0.000555728448850754,0.00028095254149669,0.000286100930686327,0,0,0,0.000555728448850754,0.00028095254149669,0.000286100930686327,0,0,0,0.00028095254149669,0.000286100930686327,0,0,0,0.000286100930686327,0,0,0,0,0,0,0,0,0
"7",0,0,0,0.000276693293784639,0.000275128897888661,0,0,0.000286141863413043,0,0,0,0,0.000276693293784639,0.000275128897888661,0,0,0.000286141863413043,0,0,0,0.000276693293784639,0.000275128897888661,0,0,0.000286141863413043,0,0,0.000276693293784639,0.000275128897888661,0,0,0.000286141863413043,0,0,0.000275128897888661,0,0,0.000286141863413043,0,0,0,0,0.000286141863413043,0,0,0,0.000286141863413043,0,0,0.000286141863413043,0,0,0,0,0
"8",0.000258861475458638,0.000260087493432791,0,0.000276144688771129,0,0.000274991956485273,0,0,0.000572365615708002,0.000585766460769756,0.000260087493432791,0,0.000276144688771129,0,0.000274991956485273,0,0,0.000572365615708002,0.000585766460769756,0,0.000276144688771129,0,0.000274991956485273,0,0,0.000572365615708002,0.000585766460769756,0.000276144688771129,0,0.000274991956485273,0,0,0.000572365615708002,0.000585766460769756,0,0.000274991956485273,0,0,0.000572365615708002,0.000585766460769756,0.000274991956485273,0,0,0.000572365615708002,0.000585766460769756,0,0,0.000572365615708002,0.000585766460769756,0,0.000572365615708002,0.000585766460769756,0.000572365615708002,0.000585766460769756,0.000585766460769756
"9",0,0,0.00025981719262327,0.000266311584553928,0,0.00027683193533206,0,0.00027733096677575,0,0,0,0.00025981719262327,0.000266311584553928,0,0.00027683193533206,0,0.00027733096677575,0,0,0.00025981719262327,0.000266311584553928,0,0.00027683193533206,0,0.00027733096677575,0,0,0.000266311584553928,0,0.00027683193533206,0,0.00027733096677575,0,0,0,0.00027683193533206,0,0.00027733096677575,0,0,0.00027683193533206,0,0.00027733096677575,0,0,0,0.00027733096677575,0,0,0.00027733096677575,0,0,0,0,0
"10",0,0.000252592227737153,0,0,0,0.000276112665011831,0,0,0,0.00028088388541061,0.000252592227737153,0,0,0,0.000276112665011831,0,0,0,0.00028088388541061,0,0,0,0.000276112665011831,0,0,0,0.00028088388541061,0,0,0.000276112665011831,0,0,0,0.00028088388541061,0,0.000276112665011831,0,0,0,0.00028088388541061,0.000276112665011831,0,0,0,0.00028088388541061,0,0,0,0.00028088388541061,0,0,0.00028088388541061,0,0.00028088388541061,0.00028088388541061
"11",0,0,0.000251665395756418,0,0,0,0.000276123338772963,0,0.000275105434157641,0,0,0.000251665395756418,0,0,0,0.000276123338772963,0,0.000275105434157641,0,0.000251665395756418,0,0,0,0.000276123338772963,0,0.000275105434157641,0,0,0,0,0.000276123338772963,0,0.000275105434157641,0,0,0,0.000276123338772963,0,0.000275105434157641,0,0,0.000276123338772963,0,0.000275105434157641,0,0.000276123338772963,0,0.000275105434157641,0,0,0.000275105434157641,0,0.000275105434157641,0,0
"12",0.000242399561741592,0,0.000247102720600954,0,0,0,0.00026608695189414,0,0.000276897857918171,0,0,0.000247102720600954,0,0,0,0.00026608695189414,0,0.000276897857918171,0,0.000247102720600954,0,0,0,0.00026608695189414,0,0.000276897857918171,0,0,0,0,0.00026608695189414,0,0.000276897857918171,0,0,0,0.00026608695189414,0,0.000276897857918171,0,0,0.00026608695189414,0,0.000276897857918171,0,0.00026608695189414,0,0.000276897857918171,0,0,0.000276897857918171,0,0.000276897857918171,0,0
"13",0.000237631291288437,0.00048415247898173,0,0.000245450573617991,0.000249875062468766,0,0.000258784437739052,0,0,0.000276936199438373,0.00048415247898173,0,0.000245450573617991,0.000249875062468766,0,0.000258784437739052,0,0,0.000276936199438373,0,0.000245450573617991,0.000249875062468766,0,0.000258784437739052,0,0,0.000276936199438373,0.000245450573617991,0.000249875062468766,0,0.000258784437739052,0,0,0.000276936199438373,0.000249875062468766,0,0.000258784437739052,0,0,0.000276936199438373,0,0.000258784437739052,0,0,0.000276936199438373,0.000258784437739052,0,0,0.000276936199438373,0,0,0.000276936199438373,0,0.000276936199438373,0.000276936199438373
"14",0.000233424524514244,0,0,0,0.000243810266850337,0,0,0.000517680068540841,0,0.000276161466085991,0,0,0,0.000243810266850337,0,0,0.000517680068540841,0,0.000276161466085991,0,0,0.000243810266850337,0,0,0.000517680068540841,0,0.000276161466085991,0,0.000243810266850337,0,0,0.000517680068540841,0,0.000276161466085991,0.000243810266850337,0,0,0.000517680068540841,0,0.000276161466085991,0,0,0.000517680068540841,0,0.000276161466085991,0,0.000517680068540841,0,0.000276161466085991,0.000517680068540841,0,0.000276161466085991,0,0.000276161466085991,0.000276161466085991
"15",0.000458296192246087,0.000239185239400506,0,0.000242686049192462,0.000239659874705818,0,0.000248564539782755,0,0.000258884930825947,0,0.000239185239400506,0,0.000242686049192462,0.000239659874705818,0,0.000248564539782755,0,0.000258884930825947,0,0,0.000242686049192462,0.000239659874705818,0,0.000248564539782755,0,0.000258884930825947,0,0.000242686049192462,0.000239659874705818,0,0.000248564539782755,0,0.000258884930825947,0,0.000239659874705818,0,0.000248564539782755,0,0.000258884930825947,0,0,0.000248564539782755,0,0.000258884930825947,0,0.000248564539782755,0,0.000258884930825947,0,0,0.000258884930825947,0,0.000258884930825947,0,0
